StartDate,EndDate,Progress,Duration (in seconds),ResponseId,consent,english_check,age,gender_raw,gender,party_affil,use_twitter,interact_senator,engage_1,engage_2,engage_3,engage_4,engage_5,engage_6,engage_7,engage_8,engage_9,engage_10,engage_11,engage_12,engage_13,engage_14,engage_15,engage_16,engage_17,engage_18,engage_19,engage_20,engage_21,engage_22,engage_23,engage_24,engage_25,dismiss_26,dismiss_27,dismiss_28,dismiss_29,dismiss_30,dismiss_31,dismiss_32,dismiss_33,dismiss_34,dismiss_35,dismiss_36,dismiss_37,dismiss_38,dismiss_39,dismiss_40,dismiss_41,dismiss_42,dismiss_43,dismiss_44,dismiss_45,dismiss_46,dismiss_47,dismiss_48,dismiss_49,dismiss_50,dismiss_51,dismiss_52,dismiss_53,dismiss_54,dismiss_55,dismiss_56,dismiss_57,dismiss_58,dismiss_59,dismiss_60,dismiss_61,dismiss_62,dismiss_63,dismiss_64,dismiss_65,dismiss_66,dismiss_67,dismiss_68,dismiss_69,dismiss_70,dismiss_71,dismiss_72,dismiss_73,dismiss_74,dismiss_75,dismiss_76,dismiss_77,dismiss_78,engage_79,engage_80,engage_81,engage_82,engage_83,engage_84,engage_85,engage_86,engage_87,engage_88,engage_89,engage_90,engage_91,engage_92,engage_93,engage_94,engage_95,engage_96,engage_97,engage_98,engage_99,engage_100,engage_101,engage_102,engage_103,engage_104,engage_105,engage_106,dismiss_107,dismiss_108,dismiss_109,dismiss_110,dismiss_111,dismiss_112,dismiss_113,dismiss_114,dismiss_115,dismiss_116,dismiss_117,dismiss_118,dismiss_119,dismiss_120,dismiss_121,dismiss_122,dismiss_123,dismiss_124,dismiss_125,dismiss_126,dismiss_127,dismiss_128,dismiss_129,dismiss_130,dismiss_131,dismiss_132,dismiss_133,dismiss_134,dismiss_135,dismiss_136,dismiss_137,dismiss_138,dismiss_139,dismiss_140,dismiss_141,dismiss_142,dismiss_143,dismiss_144,dismiss_145,dismiss_146,dismiss_147,dismiss_148,dismiss_149,dismiss_150,dismiss_151,dismiss_152,dismiss_153,dismiss_154,dismiss_155,dismiss_156,dismiss_157,dismiss_158,dismiss_159,dismiss_160,dismiss_161,dismiss_162,dismiss_163,dismiss_164,dismiss_165,dismiss_166,dismiss_167,dismiss_168,dismiss_169,dismiss_170,dismiss_171,dismisses,engages,dif,quality_check
1/25/22 19:24,1/25/22 19:31,100,409,R_eQEV1ZsW5fXqlVf,1,2,41,female,f,3,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,,55,,,,,90,,,75,,,,,40,,,,,,70,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,75,,,,,,,,,,,,50,,,,,,,,,,,,,,,,55,60,66.2,6.2,1
1/25/22 19:29,1/25/22 19:31,100,120,R_vernBQiviTouJ0d,1,2,40,Male,m,2,no,yes once,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,76,,,,,,,84,,,,,,84,,,,,,,,87,,,,,,86,,,,,,,,,,,82,,,,,,,,,,,,,,,,,72,,,,,,,,73,,,,,,,,,,,,,,,,,,,77,,,,,78,74.2,-3.8,1
1/25/22 19:27,1/25/22 19:31,100,221,R_3sssSS6bh5HFYgJ,1,2,23,Male,m,3,yes,yes once,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,91,,100,,,,,,71,,,,,,,,,,59,,,,,,,,,,,,52,,,,,,,,51,,,,,,,,,68,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,50,,,57.4,75.8,18.4,1
1/25/22 19:27,1/25/22 19:31,100,220,R_24j8Ie1cn48q6WU,1,2,29,Male,m,1,yes,yes once,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,94,,,,,,,,74,,,,,55,,,100,,,,,,,,,,,,,,,,100,,,,,,,,,,100,,,,,,,,,99,,,,,,,,,,,100,,,,,,,,,,,,,,78,,,,,,,,,95.4,83.8,-11.6,1
1/25/22 19:25,1/25/22 19:31,100,380,R_1imPvHaLn6Psdal,1,2,46,Female,f,2,yes,yes once,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,81,,,,,,52,,,,76,,,,,,81,,,,60,,,,,,,,,,,,,,,,,,,,,,55,,,,,55,,,,,,,,,,,,,,,,,,,,53,,,,55,,,,,,,,,,,,55.6,69.2,13.6,1
1/25/22 19:31,1/25/22 19:32,100,58,R_svxIc89VlmPFygx,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/22 19:26,1/25/22 19:32,100,355,R_3ewqDsITc7MAtwA,1,2,34,Male,m,2,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,85,,,,81,,,,,,,100,,,,,,85,,,,,,,,,,,,,,,100,,,,,,,,,,,,75,,,,,,41,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,50,,63.4,90.2,26.8,1
1/25/22 19:28,1/25/22 19:32,100,254,R_10OBbCJvSi6LknB,1,2,32,Female,f,3,yes,yes once,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,74,,,,,,,,91,,,,,85,,,,,88,,,,,,,,,,,,,80,,,,,,,,,,,,,,,69,,,74,,,,,,,,,,,,,,,,,,,,82,,,,,,,,,87,,,,,,,,78.4,85.6,7.2,1
1/25/22 19:26,1/25/22 19:32,100,381,R_25z5LUyNv9MOII9,1,2,44,female,f,4,no,no,,70,,,,90,,,,,85,,,,,85,,,,,,,,,80,,,50,,,,,,,,,,,,,50,,,,,,,,,75,,,,,,,,,,,,,50,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,82,23,1
1/25/22 19:24,1/25/22 19:32,100,482,R_XzihO0AQXkicWPL,1,2,52,female,f,5,no,no,,,,57,,,,86,,,,,99,,,,93,,,,,100,,,,100,,,,,,,,,,,,,,,,,100,,,,80,,,,,,,,,,,,,98,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,87,-6,1
1/25/22 19:32,1/25/22 19:33,100,20,R_1hDLbU88EIg8ov0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/22 19:29,1/25/22 19:33,100,290,R_2e3XRFXZAkO6aTY,1,2,20,Female,f,1,yes,yes once,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,47,,,,50,,,,,,50,,,,45,,,,,,,31,,,,,,,,,,,,,,,,,,55,,,,,,,54,,,,,,,,,,,,,,,36,,,,,,,,,,,42,,,,,,,,,,,,,43.6,48,4.4,1
1/25/22 19:31,1/25/22 19:34,100,158,R_21EDkWOEeoUPOJt,1,2,19,female,f,2,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,83,65,,,,,,,,,,81,,77,,,,,,,,,,,,81,,,,,,,,,,84,,,,,,,,,,,,,,,,,,,75,,,,100,,,,,,,,,,,,,,,,,,,,,,,,73,82.6,81,-1.6,1
1/25/22 19:32,1/25/22 19:34,100,123,R_3L7sOQzjSikc7wi,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/22 19:28,1/25/22 19:34,100,393,R_w78GnqJ4SjJkGuR,1,2,41,female,f,1,yes,yes once,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,80,,,,,,,,70,,81,,,,,,2,,,,,,,,,,,,,78,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,82,,,,,,75,,,,,,,,,,,,,60,,,,,,,,,68.8,55.6,-13.2,1
1/25/22 19:34,1/25/22 19:34,100,44,R_3kv7ehUTDCWEGhW,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/22 19:14,1/25/22 19:35,100,1222,R_1LjN1gfkpReTfih,1,2,38,female,f,1,yes,yes regularly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,,,93,,,,,,92,,,95,,,,,,,,,95,,,,,,,,,,95,,,,,,,98,,,,,,,,,,,,,,,,,,95,,,,,,,,,,,,94,,,,,,,,,,,,,,,,,,96,,95.6,93.2,-2.4,1
1/25/22 19:27,1/25/22 19:35,100,494,R_2fDpCnzTXj8XB5r,1,2,50,Female,f,1,yes,yes once,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,100,100,,,,,,,,100,,,,,76,,,,,,,,,,,,,75,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,42,,,,100,,,,,,,,,,,,83.4,86.8,3.4,1
1/25/22 19:33,1/25/22 19:35,100,115,R_tWLwR4NczCJXnxv,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/22 19:35,1/25/22 19:35,100,14,R_3snUgRbmBnJVuCD,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/22 19:33,1/25/22 19:36,100,179,R_307v1lOEcqxGPVO,1,2,29,female,f,3,yes,yes once,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,,,,,,,,76,,,,76,,,,,71,,,,79,,,,,,,,,58,,,,,,,,,,79,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,73,,,,,72,,,,,,,,,,,,,71.4,75.8,4.4,1
1/25/22 19:23,1/25/22 19:36,100,790,R_2AFggQ30ecpCmin,1,2,51,Female,f,2,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,,,,97,,,,,,56,,,65,,,,87,,,,,,,,,,,,,,,,78,,,,,,,,,,,,,85,,,,,,,,59,,,,,,,,,,,,,,,,,,,,74,,,,72,,,,,,,,,,73.6,75.6,2,1
1/25/22 19:33,1/25/22 19:37,100,268,R_2S6RnF2jSLK0dXg,1,2,20,Female,f,2,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,87,,,,95,,,,,94,,,,,,,,73,,,,,,,,,,,,91,,,,,92,,,,,,,,,,,,,,95,,,,,,,,,,,93,,,,,,,,,,,,,,,,,,99,,,,,,,,94,81.4,-12.6,1
1/25/22 19:27,1/25/22 19:37,100,649,R_3G9cAaMkCqA7oku,1,2,50,female,f,2,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,70,,,,,,90,,,,,,65,,,,,,,53,,,,,,,52,,,,,,,,,,,,91,,,,,,,,,,,,,,,,,,,91,,,,,,,60,,,,,,,,,,,,,,80,,,,,,,74.8,71.6,-3.2,1
1/25/22 19:29,1/25/22 19:37,100,507,R_tKkoAU4AOMKbe0N,1,2,26,female,f,3,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,50,,,,,50,,,,,,,,,,50,,,,,30,,,,70,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,70,,,,,,,,70,,,,,,,,,,,,,,,,,,,,35,,,63,42,-21,1
1/25/22 19:24,1/25/22 19:38,100,803,R_ZkH23UovmU8tqXD,1,2,34,male,m,3,yes,yes once,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,100,,,,0,,,,,,,,0,,,50,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,80,,,,,,,,,,,,100,,,,,,,,,,100,,,,,96,40,-56,1
1/25/22 19:31,1/25/22 19:38,100,408,R_ZKSGojDSlK7CCS5,1,2,52,Female,f,2,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,,,,,,,,63,,,71,,,,,,,,,60,,,,,45,,,,,,,,,41,,,,,,,,,,,,,,,,,,63,,,,,,,,,,39,,,,,,,74,,,,,,,,,,,,,,,,,,,,,54,,54.2,64.2,10,1
1/25/22 19:33,1/25/22 19:38,100,317,R_Oj4hAhvifnSz9cZ,1,2,55,Male,m,5,no,no,,,50,,,,,,50,,,,,10,,,,,,50,,,75,,,,75,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,50,,,,,75,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.8,47,-17.8,1
1/25/22 19:26,1/25/22 19:38,100,724,R_3O1Yag5yWTJQwWW,1,2,74,female,f,5,no,no,100,,,,,,,,,99,,,,,25,,,18,,,,,,82,,,,,,,,,,,18,,,,59,,,,,,,,100,,,,,,,,,,,,,,,,,,,,82,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.6,64.8,-6.8,1
1/25/22 19:27,1/25/22 19:38,100,653,R_31XWR6L6xonUKHp,1,2,32,female,f,3,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,89,,,,,,,100,,,94,,,,,,,,,,51,,,,,81,,,,,,,,,,,,,,,,,,,19,,,,,,,,,34,,,,,,,,,,,,,50,,,,,,,,,47,,,,,,,,,,,46.2,73.2,27,1
1/25/22 19:24,1/25/22 19:39,100,886,R_3GwCDz1GVjixBdC,1,2,31,female,f,1,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,56,,,,,,,66,,,,,53,,,19,,,,,,,39,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,81,,,,,,,,81,,,,,,,,,,,,,,,,100,,,,,,72,45.6,-26.4,1
1/25/22 19:35,1/25/22 19:40,100,287,R_2dhD7k2pxcVs2We,1,2,27,female,f,1,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,100,,,,,,,,66,,,,,,,72,,67,,,,,,,,,,,100,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,100,,,,,,,,,,,52,,,,,,,100,,,,,,,,,90.4,81,-9.4,1
1/25/22 19:36,1/25/22 19:40,100,240,R_264HkvioIiNuKba,1,2,19,female,f,2,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,80,,,,,,,87,,,,75,,,70,,,,,,,,,,74,,,,,,,,,,,,,,,82,,,,,,,,,,,,,72,,,,,,80,,,,,,,,,,,,,,,,,,,,74,,,,,,76.4,77.4,1,1
1/25/22 19:34,1/25/22 19:40,100,372,R_3ho3N1tsISfuNYq,1,2,32,Female ,f,4,yes,no,,,,,64,,,,80,,,,,,82,60,,,,,,71,,,,,,,,,,42,,,,,,,,,,,,,59,,,,,61,,,,,,,,,37,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.8,71.4,17.6,1
1/25/22 19:32,1/25/22 19:40,100,488,R_1LGrWWcZT6eS3Yg,1,2,21,Female,f,2,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,90,,,,,,,,,,80,,90,,,,,,,80,,,90,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,90,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,90,,90,86,-4,1
1/25/22 19:28,1/25/22 19:40,100,717,R_2wNbLk70KS69uLd,1,2,25,Female,f,2,yes,yes once,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,,,,,,71,,,,67,,,,,70,,,,,61,,,,,,,,,,,,,,81,,,,,70,,,,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,74,,,,,,,,,,,,,,60,,,,70.6,68.2,-2.4,1
1/25/22 19:34,1/25/22 19:40,100,367,R_3fOACvUNqmp1aUC,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/22 19:33,1/25/22 19:41,100,487,R_31EMAU796mH2mre,1,2,46,female,f,2,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,91,,,,,,,,,,83,,,,87,,,,,,85,,,,,55,,,,,,,,,,,,,,,,88,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,81,78,84.6,6.6,1
1/25/22 19:34,1/25/22 19:41,100,420,R_2rOAcnMIEnnGFEr,1,2,53,Female,f,6,yes,yes once,51,,,,,80,,,,,,,57,,,,86,,,,91,,,,,,,,,50,,,,,,,92,,,,,,,,,,,99,,,,,,,,,,,,,91,,,,,,,,,,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.6,73,-11.6,1
1/25/22 19:34,1/25/22 19:41,100,418,R_DOwOgPbqjTN4FVL,1,2,22,Male,m,6,no,no,,60,,,,70,,,,,,50,,,,,,,,50,,,,70,,,,,,,,,,60,,,,,,,,,,80,,,,,,,,50,,,,,,,,,,,,,,85,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,60,-11,1
1/25/22 19:35,1/25/22 19:41,100,377,R_d7pA0uWsBSIk7Qt,1,2,29,Female,f,4,yes,yes once,,,,93,,,,,,85,,,,83,,,,59,,,,,,,39,,,,74,,,,,,,,,,,42,,,,,,,,,,,,,2,,,,,,,,,,,32,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.6,71.8,41.2,1
1/25/22 19:33,1/25/22 19:41,100,527,R_1DDcxJSj7zW9ZIc,1,2,48,female,f,3,yes,yes once,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,60,,,,,,77,,,,55,,,,55,,,,,,,,55,,,,,,,,,,,,,,,,,,70,,,,,,,54,,,,,,,,,,,,,,,,,62,,,,,,,,62,,,,,,,,,,,60.6,59.4,-1.2,1
1/25/22 19:37,1/25/22 19:43,100,350,R_1FgMMvxjqMAXTOB,1,2,31,Female,f,3,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,,25,,,,,,,,,70,,,56,,,,,,,54,,,,58,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,26,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,31,,,,38.2,57.4,19.2,1
1/25/22 19:40,1/25/22 19:43,100,208,R_Z4NPioRs6KzWR69,1,2,22,Male,m,3,yes,yes once,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,40,,,,,,,80,,,,100,,,,50,,,,,,,,,,,,,,80,,,,,,,,,80,,,,,,,,,,,,90,,,,,,,,,,,100,,,,,,,,,,,,,80,,,,,,,,,,,,86,69,-17,1
1/25/22 19:36,1/25/22 19:46,100,599,R_cISxQylLbJbdDc5,1,2,58,female,f,3,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,,,75,,,,,,,,87,,90,,,,,,,,,86,,,,,,,,,,,83,,,,,,85,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,81,,,80.2,85.8,5.6,1
1/25/22 19:42,1/25/22 19:46,100,251,R_3NvLVaRcy03IDyQ,1,2,30,Male,m,1,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,50,,,,30,,,,,,50,,,,,50,,,,,,,,,50,,,,,,,,,50,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,50,,,,,,,,,,,,,90,,,,,,,62,48,-14,1
1/25/22 19:39,1/25/22 19:46,100,470,R_1flRn20VMJFKvjt,1,2,27,female,f,3,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,,,,,81,,,,,,90,,,88,,,,,,,,,,50,,,98,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,50,,,,,,,,,,,,99,,,,,72.2,80.2,8,1
1/25/22 19:41,1/25/22 19:48,100,435,R_1ISJj5fdrdxCZ5K,1,2,26,female ,f,4,yes,yes once,,,,,62,,,70,,,,,,33,,,50,,,,,,50,,,,,,,,69,,,,,,,,,70,,,,,,,,,,,,,,,,53,,,,,,,83,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.6,53,-12.6,1
1/25/22 19:25,1/25/22 19:48,100,1389,R_31sK2zFqx2UTcBs,1,2,34,Male,m,3,yes,yes once,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,39,,,,50,,,,,,,,58,,,1,,,,,,,,,,,,,,,,31,,,,,53,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,44,,,,,,,,52,,,,,,,,,,44.8,36.2,-8.6,1
1/25/22 19:44,1/25/22 19:49,100,314,R_Z9T1AvPX57Stckh,1,2,30,male,m,3,yes,yes once,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,91,,,,,82,,,,,,,,61,,,,,,85,,,,,,,55,,,,,,,,,,,,,,,,75,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,61,,56.2,79.8,23.6,1
1/25/22 19:49,1/25/22 19:49,100,38,R_6zXFs5U1jFTV16N,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
