StartDate,EndDate,Progress,Duration (in seconds),ResponseId,consent,english_check,age,gender_raw,gender,party_affil,ideology,use_twitter,interact_senator,engage_1,engage_2,engage_3,engage_4,engage_5,engage_6,engage_7,engage_8,engage_9,engage_10,engage_11,engage_12,engage_13,engage_14,engage_15,engage_16,engage_17,engage_18,engage_19,engage_20,engage_21,engage_22,engage_23,engage_24,engage_25,dismiss_26,dismiss_27,dismiss_28,dismiss_29,dismiss_30,dismiss_31,dismiss_32,dismiss_33,dismiss_34,dismiss_35,dismiss_36,dismiss_37,dismiss_38,dismiss_39,dismiss_40,dismiss_41,dismiss_42,dismiss_43,dismiss_44,dismiss_45,dismiss_46,dismiss_47,dismiss_48,dismiss_49,dismiss_50,dismiss_51,dismiss_52,dismiss_53,dismiss_54,dismiss_55,dismiss_56,dismiss_57,dismiss_58,dismiss_59,dismiss_60,dismiss_61,dismiss_62,dismiss_63,dismiss_64,dismiss_65,dismiss_66,dismiss_67,dismiss_68,dismiss_69,dismiss_70,dismiss_71,dismiss_72,dismiss_73,dismiss_74,dismiss_75,dismiss_76,dismiss_77,dismiss_78,engage_79,engage_80,engage_81,engage_82,engage_83,engage_84,engage_85,engage_86,engage_87,engage_88,engage_89,engage_90,engage_91,engage_92,engage_93,engage_94,engage_95,engage_96,engage_97,engage_98,engage_99,engage_100,engage_101,engage_102,engage_103,engage_104,engage_105,engage_106,dismiss_107,dismiss_108,dismiss_109,dismiss_110,dismiss_111,dismiss_112,dismiss_113,dismiss_114,dismiss_115,dismiss_116,dismiss_117,dismiss_118,dismiss_119,dismiss_120,dismiss_121,dismiss_122,dismiss_123,dismiss_124,dismiss_125,dismiss_126,dismiss_127,dismiss_128,dismiss_129,dismiss_130,dismiss_131,dismiss_132,dismiss_133,dismiss_134,dismiss_135,dismiss_136,dismiss_137,dismiss_138,dismiss_139,dismiss_140,dismiss_141,dismiss_142,dismiss_143,dismiss_144,dismiss_145,dismiss_146,dismiss_147,dismiss_148,dismiss_149,dismiss_150,dismiss_151,dismiss_152,dismiss_153,dismiss_154,dismiss_155,dismiss_156,dismiss_157,dismiss_158,dismiss_159,dismiss_160,dismiss_161,dismiss_162,dismiss_163,dismiss_164,dismiss_165,dismiss_166,dismiss_167,dismiss_168,dismiss_169,dismiss_170,dismiss_171,dismisses,engages,dif,quality_check,comments
3/18/22 13:49,3/18/22 13:49,100,21,R_232kJxuN1xS9WbD,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/22 13:48,3/18/22 13:49,100,71,R_2us8YQilJ3i4gTj,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/22 13:48,3/18/22 13:49,100,61,R_3oUfS9Gylc4xvy3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/22 13:37,3/18/22 13:49,100,746,R_268x1alAmEVkUAm,1,2,55,Female,f,3,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,85,,,77,,,,,,,,85,,,,,,70,,,,,,,,,,,,,80,,,,,,,,,60,,,,,,,,,70,,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,65,71.4,79.4,8,1,"Interesting survey. In general, I feel more favorable towards those who don't spend their time bashing the opposition. Advocate for your side and just let go of the personal attacks."
3/18/22 13:37,3/18/22 13:50,100,746,R_30r76d5YeeHVJnM,1,2,28,female,f,2,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,100,,,,,,80,,,,,92,,90,,,,,,,,,,71,,,,,,,,39,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,61,,,48.2,92.4,44.2,1,
3/18/22 13:42,3/18/22 13:50,100,464,R_8Cy2UkDcB0yUXZv,1,2,36,Male,m,3,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,81,,,,90,,,,,,,,87,,,75,,,,,,,,,,,,,,81,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,65,,,,,,,,,,,,,,87,,,,,,,,92,,,,,,82,86.6,4.6,1,I'm surprised that the tweets I was presented were leaning Democratic and that there were no Republican tweets.
3/18/22 13:36,3/18/22 13:50,100,858,R_3PbN7zuG6zpJE5G,1,2,36,Female,f,6,6,1,2,63,,,,,,,55,,,51,,,,,,,,51,,61,,,,,,,25,,,,,,,,,,,,,,,,80,,,,0,,,,,,,,,,,,,,,,,60,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.6,56.2,14.6,1,
3/18/22 13:31,3/18/22 13:51,100,1180,R_wZ8ukqEjtSSiQs9,1,2,54,female,f,4,5,2,2,,,,66,,,72,,,,,,,,81,,,50,,,,,,38,,,,,,76,,,,,,,,,,,,,,,13,,,,,,,,,,81,,,,,24,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.6,61.4,16.8,1,
3/18/22 13:46,3/18/22 13:51,100,287,R_C1vhcNW0S1Ik3bX,1,2,30,Male,m,4,6,1,2,,30,,,,80,,,,,,90,,,,90,,,,,,,50,,,,,,,60,,,,,,,,65,,,,,,,,,,,,,,,,,,,65,,,,,,,75,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,68,10,1,
3/18/22 13:47,3/18/22 13:52,100,252,R_1dF9asuqsGc8O1a,1,2,21,non-binary ,non-binary ,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,70,,,,10,,,,,,,75,,,,,,,,90,,,,50,,,,,,,,,,,,,,,,,,,,,70,,,,75,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,100,,69,59,-10,1,
3/18/22 13:45,3/18/22 13:52,100,401,R_2dfPeoeFkywmW89,1,2,33,Male,m,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,,,,,,84,,,,,82,,,,91,,,,,,,77,,,,,,,,,,,,,,,81,,,,,,,90,,,,,,,,,,,,91,,,,,,,,,,,,,,,,,,84,,,,,,,,,94,,,,,,,88,84.6,-3.4,1,
3/18/22 13:49,3/18/22 13:53,100,207,R_yxBCkXyhBDu8sTL,1,2,24,male,m,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,33,,,,,,,,46,,,,,61,,,,47,,,,,,47,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,72,,,,,,,,,,,,,,,,,51,,,39,,,,,,,,,,,,,51,45.4,-5.6,1,
3/18/22 13:47,3/18/22 13:55,100,477,R_3r05EehV8C8ndJx,1,2,76,male,m,1,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,95,,,,,,,,,95,,96,,,,,,5,,,,,,,,,,,,,,,95,,,,,95,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,95,,,,,,,,95,77.2,-17.8,1,
3/18/22 13:44,3/18/22 13:55,100,616,R_3EIIGUqO1jW9BaV,1,2,37,female,f,3,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,100,,,,,,,100,,,,100,,,,,,100,,,,,,,,60,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,11,,,,,,,,,,10,,,,,,,,90,,,,,,,,,52.2,100,47.8,1,
3/18/22 13:52,3/18/22 13:55,100,193,R_9oSAw0EHFBUjRLP,1,2,41,male,m,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,100,,,,,,100,,100,,,,,,,100,,,,,,,81,,,,,,,,,,,,,,,,,,,,,92,,,,,,,,,,100,,,,,,,,83,,,,,,,,,,,,,,,,,,92,,,,89.6,100,10.4,1,
3/18/22 13:49,3/18/22 13:56,100,422,R_2R2nG8bLYvfmUPS,1,2,48,female,f,4,5,1,2,,,60,,,58,,,,,75,,,,,,,,,53,,,,,49,,,,,,,,,61,,,,,,33,,,,,,,,,,,,,43,,,,,76,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.2,59,11.8,1,
3/18/22 13:56,3/18/22 13:58,100,160,R_2wTZ9lsD7a9Ap0p,1,2,54,male,m,3,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,66,,,,,,82,,,,,,65,,,,,,84,82,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,66,,,,,,,,,,,,,95,,,,,,,76.2,73.6,-2.6,1,
3/18/22 13:53,3/18/22 13:58,100,354,R_2ckgbEH12peH9T6,1,2,50,female,f,6,7,1,1,,93,,,,,83,,,,,,,71,,,,,,71,,,79,,,,,,,,,,,,,62,,,,80,,,,,,,,,,,69,,,,,,,,,,83,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.8,79.4,4.6,1,
3/18/22 14:01,3/18/22 14:02,100,83,R_WAjHLC4odg1uxTX,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/22 13:56,3/18/22 14:03,100,472,R_1Q6gkwg0qygkyeT,1,2,38,male,m,3,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,55,,,,,,57,,,44,,,,,,,,,55,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,54,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,70,,,,,25.8,51.2,25.4,1,N/A
3/18/22 13:55,3/18/22 14:04,100,515,R_1oFRmsBjYScifjT,1,2,62,female,f,6,7,2,1,,,51,,,,,,,100,,,100,,,100,,,,,,100,,,,,,,,,,100,,,,,,,,,,,,51,,,,,,100,,,,,,,,,,,,,,,52,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.8,90.2,19.4,1,
3/18/22 13:56,3/18/22 14:04,100,509,R_C8HQ9ykZlvMb0AN,1,2,42,male,m,4,4,2,1,,,,,0,,,0,,,,0,,,,,0,,,,,,,0,,,,,,,,,,,0,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,To be fair I hate the 2 main parties.  I'm independent and I don't like the question where I had to choose between those 2 idiot groups.
3/18/22 13:59,3/18/22 14:04,100,310,R_2OTs18Yi4yuD87u,1,2,35,female,f,4,5,2,1,58,,,,,,,,46,,,,,,64,,,,61,,45,,,,,,,,51,,,,,,,,,51,,,,,,,,,56,,,,,,,,,,,,,,,,,,,57,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.6,54.8,3.2,1,
3/18/22 13:56,3/18/22 14:04,100,504,R_3hc33pAtG2eEGHw,1,2,57,male,m,3,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,,81,,,,70,,,,,,76,,,,,,,,,82,,,,,,,100,,,,,,,,,91,,,,,,,,,,,,,,,,,,,,81,,,,,,,,,,,,,,,,,81,,,,,,81,,,,,,,,86.8,78,-8.8,1,
3/18/22 13:56,3/18/22 14:05,100,499,R_QhP1JDwYnCJw0Q9,1,2,58,Male,m,3,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,40,,,20,,,,,,50,,,,,50,,,,,,,,,,,,55,,,,,,,,,30,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,35,,,,,,20,,,,,,,,,,,,41,43,2,1,For the last question I chose religious affiliation because I am a nontheist and I don't trust people too much when they outsource their moral decisions to other people purporting to speak on behalf of gods.
3/18/22 13:53,3/18/22 14:05,100,721,R_2dhdtAD9DhfyKDS,1,2,55,male,m,1,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,80,,,,,,,,75,,,,,85,60,,,,,,,55,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,75,,,,85,,,,,,,,,,,,,,,,,,90,,,,,,76,76,0,1,
3/18/22 14:02,3/18/22 14:07,100,292,R_808smuv9qXPDeQ9,1,2,25,male,m,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,25,,,,15,,,,,,,10,10,,,,,,,,,,,,,,,,,,60,,,,,,,,80,,,,,,,,,55,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,60,67,15,-52,1,
3/18/22 13:56,3/18/22 14:07,100,674,R_20Pfgd9MT44Cpty,1,2,23,Male,m,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,68,,,,,,,55,,,,,,,75,,,65,,,,,,,,,,,,,,65,,,,,,,,,70,,,,,,,,,65,,,,,,,,,,,,,75,,,,,,,,,,,,,,66,,,,,,,,,,,68.2,66.6,-1.6,1,
3/18/22 14:00,3/18/22 14:08,100,528,R_10uwHCSz5kTAxuF,1,2,49,woman,f,6,7,2,1,,,,1,,,,,1,,,,,,50,,,30,,,,,,100,,,72,,,,,,,,,,100,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,0,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.4,36.4,-20,1,None
3/18/22 14:05,3/18/22 14:09,100,250,R_24Bl6mPxLNrAYux,1,2,31,male,m,3,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,49,,,,,,,,57,,0,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,0,21.2,21.2,1,
3/18/22 14:02,3/18/22 14:09,100,382,R_3ERquXaR9thA75M,1,2,31,Male,m,5,6,1,1,87,,,,,,,100,,,100,,,,,,,50,,,72,,,,,,,,,,81,,,,,,,,,,,74,,,,,,,,,,,,65,,,,,,,,,,40,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.4,81.8,25.4,1,
3/18/22 14:05,3/18/22 14:10,100,320,R_2VjZ9eNU0rM8XNC,1,2,31,male,m,4,4,1,1,,,39,,,,24,,,,,54,,,,,,,30,,,,,,20,24,,,,,,,,,,,,,29,,,,,,,,,28,,,,,,,,,,,,20,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.2,33.4,7.2,1,
3/18/22 14:03,3/18/22 14:11,100,501,R_1P5gTXo4tBrXOaU,1,2,22,Male,m,3,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,,,,,,,100,,,,81,,,,100,,,,,,,,,100,,,,,,,,,61,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,40,,,,,,70,,,,,,,,,,,,,90,,,,,,,,,,63.2,94.6,31.4,1,
3/18/22 14:08,3/18/22 14:13,100,257,R_3r2n3flR0StMddn,1,2,28,Female,f,6,7,1,2,,,,70,,82,,,,,,,,80,,,75,,,,,80,,,,,99,,,,,,,,,,,,,,,,80,,,,,,,,,79,,,,,,,85,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,77.4,-5.6,1,
3/18/22 14:14,3/18/22 14:14,100,14,R_3nqjeAio1MmE2IU,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/22 14:11,3/18/22 14:14,100,214,R_2SiXer1qWQXHmhL,1,2,59,male,m,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,100,,,,,,,,,100,,,,100,,,,100,,,,,,,,,,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,100,,,,,,,,,,,,100,,,,,,,,,,,100,,,,,,,,,100,100,0,1,
3/18/22 14:05,3/18/22 14:15,100,581,R_1ojsGi3V54KsTJJ,1,2,71,male,m,3,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,91,,,,,,,,,81,,,91,,,,,,91,,,,,,,,,,,,81,,,,,,100,,,,,,,,,,,,,,,,,,,,,,81,,,,,,91,,,,,,,,,,,,,,81,,,,,,,,86.8,85,-1.8,1,
3/18/22 14:11,3/18/22 14:16,100,309,R_1E6jDzTmdPsz98f,1,2,33,Male,m,3,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,29,,,,,,61,,,,,70,,,,,25,,,,,,,,5,,,,,,,,,,,,,,,,64,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,79,,,,,,43.2,47.8,4.6,1,
3/18/22 14:06,3/18/22 14:16,100,603,R_d0vMFO5SRYxlyA9,1,2,28,Male,m,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,66,,,,,,65,,,,,49,,,71,,,,,,40,,,,,,,,,,,,,61,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,71,,,,,,,,,,,,,,,60,,59,61.2,2.2,1,
3/18/22 14:10,3/18/22 14:16,100,400,R_1rOgT5KFh27Ipeh,1,2,36,nonbinary,non-binary ,2,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,97,,,,,,5,,,,,,100,,,,,,,,,44,,,80,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,100,,,,,,,,,,,92,,,,,,,,,,89.4,59.4,-30,1,
3/18/22 14:11,3/18/22 14:18,100,373,R_1F9QJFJ76zRWRoF,1,2,50,Male,m,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,100,,,,,100,,,,,,,,,,78,,,,,91,,,,,,,,,,,,100,,,,,,,,,,,,,,100,,,,100,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,100,,,,100,83.8,-16.2,1,
3/18/22 14:19,3/18/22 14:19,100,30,R_DAdUhatdJSTdgFX,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/22 14:16,3/18/22 14:19,100,195,R_1ilLrykQztsx0iA,1,2,19,Male,m,3,4,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,68,,,,,,,,,36,,70,,,,,,48,,,,,,,,,,,,,,,,,54,,,,,,,,,,,42,,,,,,,,,59,,,,,,,67,,,,,,,,,,,,,,,,,,,44,,,,,,,53.2,56.2,3,1,
3/18/22 14:14,3/18/22 14:19,100,334,R_3GDQCpXlvwXUWVv,1,2,39,Male,m,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,70,,70,,,,,,,65,,,,,75,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,65,,,,75,,,,,,,,,,,,,60,,,,,,,,,,,,65,,,,,,,,,,,66,69,3,1,
3/18/22 14:20,3/18/22 14:20,100,30,R_2Yfy713G9GIx8Iy,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/22 14:19,3/18/22 14:22,100,166,R_1GH6kJ6zagn6IOH,1,2,34,male,m,3,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,50,,,50,,,,,,,,,50,,,,,50,,,,,,,,,49,,,,,,,,,,,,,,50,,,,,,,,,,,,,50,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,50,49.8,49.8,0,1,
3/18/22 14:16,3/18/22 14:22,100,342,R_1cZHr4mlz4MBLO1,1,2,33,Male,m,3,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,,,,,55,,,87,,,,,67,,,,,,,80,,,,,,,,84,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,71,,,,,,,,,,,,64,,,,,,,,,,,,69,,,70.8,75,4.2,1,
3/18/22 14:22,3/18/22 14:22,100,15,R_1hQNjEEYDE3XLhb,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/22 14:19,3/18/22 14:24,100,304,R_2f8WKCGhKmxZ3el,1,2,32,male,m,4,5,1,1,,50,,,,,,,40,,,50,,,,,,,,50,50,,,,,,,,60,,,,,,,,,,,,,,,,60,,,,,50,,,,,,,,60,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,48,-8,1,I would actually provide my gender if I could have only provided one of the pieces of info. I overlooked it earlier.
3/18/22 14:23,3/18/22 14:25,100,128,R_3QDZN7tyMRmOXca,1,2,22,male,m,5,6,1,2,,,,,66,,,,,64,,,,65,,,51,,,,,,44,,,,,,,,,65,,,,,,,,,,44,,,,,56,,,,,,,,,,,,,,,,,,42,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.2,58,0.8,1,
